,40-year NPV rank,40-year NPV,Institution,State,Level,Predominant degree,Institution type,Share earning more than high school graduates 10-years after enrolling,Earnings-price return rank,Earnings-price return,Earnings-debt return rank,Earnings-debt return,Debt rank,Median debt,10-year earnings rank,Median 10-yr earnings,Net price rank,Net price,Graduation rate rank,Graduation rate,7-year repayment rate
1846,2049,"$855,000",Delta College,MI,2-year,Associate's,Public,59%,134,894%,359,549%,3567,"$5,553",2331,"$36,056",4261,"$3,629",4202,15%,53%
1847,3345,"$662,000",Dorsey School of Business,MI,Less than 2-year,Certificate,Private for-profit,39%,4282,-2%,3011,182%,1993,"$9,501",3489,"$26,824",428,"$27,447",610,76%,27%
1848,3328,"$664,000",Dorsey School of Business-Dearborn,MI,Less than 2-year,Certificate,Private for-profit,39%,4206,6%,3011,182%,1993,"$9,501",3489,"$26,824",642,"$25,342",2654,45%,27%
1849,3394,"$654,000",Dorsey School of Business-Madison Heights,MI,Less than 2-year,Certificate,Private for-profit,39%,4398,-24%,3011,182%,1993,"$9,501",3489,"$26,824",114,"$35,362",1967,57%,27%
1850,3315,"$665,000",Dorsey School of Business-Roseville,MI,Less than 2-year,Certificate,Private for-profit,39%,4149,11%,3011,182%,1993,"$9,501",3489,"$26,824",789,"$24,080",2343,50%,27%
1851,3328,"$664,000",Dorsey School of Business-Roseville Culinary Academy,MI,Less than 2-year,Certificate,Private for-profit,39%,4197,7%,3011,182%,1993,"$9,501",3489,"$26,824",669,"$25,161",1787,59%,27%
1852,3345,"$662,000",Dorsey School of Business-Saginaw,MI,Less than 2-year,Certificate,Private for-profit,39%,4259,1%,3011,182%,1993,"$9,501",3489,"$26,824",506,"$26,592",2324,51%,27%
1853,3336,"$663,000",Dorsey School of Business-Waterford Pontiac,MI,Less than 2-year,Certificate,Private for-profit,39%,4249,2%,3011,182%,1993,"$9,501",3489,"$26,824",556,"$26,171",1625,61%,27%
1854,3398,"$653,000",Dorsey School of Business-Wayne,MI,Less than 2-year,Certificate,Private for-profit,39%,4401,-25%,3011,182%,1993,"$9,501",3489,"$26,824",102,"$36,005",3335,33%,27%
1855,3389,"$655,000",Douglas J Aveda Institute,MI,Less than 2-year,Certificate,Private for-profit,41%,4053,19%,1340,313%,3292,"$6,333",3592,"$26,169",1083,"$22,036",981,70%,58%
1856,1270,"$973,000",Eastern Michigan University,MI,4-year,Bachelor's,Public,73%,1754,190%,3514,146%,543,"$18,750",1112,"$46,112",2163,"$15,924",2603,46%,60%
1857,4287,"$447,000",Elevate Salon Institute,MI,Less than 2-year,Certificate,Private for-profit,NA,3959,28%,3250,167%,3292,"$6,333",4337,"$16,891",2695,"$13,145",2787,43%,22%
1858,3917,"$561,000",Empire Beauty School-Michigan,MI,Less than 2-year,Certificate,Private for-profit,32%,3724,43%,2654,203%,2997,"$7,294",4048,"$22,074",2276,"$15,457",1649,61%,37%
1859,704,"$1,114,000",Ferris State University,MI,4-year,Bachelor's,Public,79%,1026,302%,2205,234%,988,"$15,500",701,"$51,832",2744,"$12,889",2476,48%,70%
1860,2591,"$779,000",Finlandia University,MI,4-year,Bachelor's,Private nonprofit,62%,2509,123%,2051,244%,1812,"$11,000",2047,"$37,894",1950,"$17,016",3295,33%,64%
1861,2357,"$815,000",Glen Oaks Community College,MI,2-year,Associate's,Public,55%,505,454%,452,510%,3579,"$5,500",2674,"$33,529",3928,"$6,053",3720,26%,44%
1862,2372,"$812,000",Gogebic Community College,MI,2-year,Associate's,Public,54%,911,327%,609,466%,3462,"$6,000",2631,"$33,935",3578,"$7,942",3516,30%,66%
1863,3003,"$718,000",Grace Christian University,MI,4-year,Bachelor's,Private nonprofit,56%,1969,167%,1960,249%,1981,"$9,708",2640,"$33,837",2774,"$12,679",2878,41%,65%
1864,2172,"$839,000",Grand Rapids Community College,MI,2-year,Associate's,Public,58%,985,310%,362,547%,3579,"$5,500",2404,"$35,592",3432,"$8,684",4072,19%,45%
1865,893,"$1,059,000",Grand Valley State University,MI,4-year,Bachelor's,Public,79%,1792,185%,3391,156%,336,"$19,643",785,"$50,273",1839,"$17,646",1237,67%,75%
1866,3252,"$676,000",Great Lakes Christian College,MI,4-year,Bachelor's,Private nonprofit,55%,2437,128%,2576,209%,1853,"$10,750",2718,"$33,207",2428,"$14,571",4062,19%,52%
1867,2204,"$835,000",Henry Ford College,MI,4-year,Associate's,Public,57%,103,1015%,776,416%,3120,"$6,870",2421,"$35,474",4301,"$3,182",4292,7%,33%
1868,788,"$1,091,000",Hope College,MI,4-year,Bachelor's,Private nonprofit,82%,2811,103%,3739,126%,75,"$23,830",578,"$53,796",508,"$26,562",443,80%,90%
1869,3529,"$630,000",Irene's Myomassology Institute,MI,Less than 2-year,Certificate,Private for-profit,37%,4309,-6%,2265,230%,2954,"$7,389",3807,"$24,371",597,"$25,792",1345,65%,53%
1870,2216,"$833,000",Jackson College,MI,4-year,Associate's,Public,59%,1089,289%,1355,310%,2527,"$8,750",2351,"$35,902",3331,"$9,222",4179,16%,42%
1871,607,"$1,147,000",Kalamazoo College,MI,4-year,Bachelor's,Private nonprofit,83%,2231,142%,2991,184%,342,"$19,500",507,"$55,286",954,"$22,808",313,83%,87%
1872,1829,"$884,000",Kalamazoo Valley Community College,MI,2-year,Associate's,Public,61%,229,682%,217,619%,3827,"$5,223",2092,"$37,552",4137,"$4,802",4096,18%,44%
1873,2112,"$847,000",Kellogg Community College,MI,2-year,Associate's,Public,58%,811,351%,1694,273%,1981,"$9,708",2307,"$36,203",3563,"$8,020",4109,18%,42%
1874,33,"$1,943,000",Kettering University,MI,4-year,Bachelor's,Private nonprofit,94%,2136,150%,1974,248%,13,"$27,000",25,"$93,893",74,"$37,518",1521,63%,90%
1875,2558,"$786,000",Kirtland Community College,MI,2-year,Associate's,Public,54%,321,570%,1130,343%,2941,"$7,475",2721,"$33,145",4109,"$4,947",4106,18%,53%
1876,2892,"$736,000",Kuyper College,MI,4-year,Bachelor's,Private nonprofit,67%,3208,77%,3945,88%,342,"$19,500",2217,"$36,681",1284,"$20,716",2117,54%,78%
1877,2892,"$736,000",Lake Michigan College,MI,4-year,Associate's,Public,51%,1443,232%,494,498%,3806,"$5,250",2976,"$31,398",3296,"$9,447",4087,19%,37%
1878,1446,"$941,000",Lake Superior State University,MI,4-year,Bachelor's,Public,70%,1291,255%,2843,193%,1066,"$15,000",1326,"$43,988",2818,"$12,398",2223,53%,68%
1879,1715,"$900,000",Lansing Community College,MI,2-year,Associate's,Public,61%,218,692%,324,565%,3534,"$5,750",2002,"$38,231",4131,"$4,828",4089,18%,42%
1880,230,"$1,369,000",Lawrence Technological University,MI,4-year,Bachelor's,Private nonprofit,84%,2761,106%,1912,253%,470,"$19,125",179,"$67,434",194,"$32,721",1789,59%,73%
1881,4229,"$475,000",M J Murphy Beauty College of Mount Pleasant,MI,Less than 2-year,Certificate,Private for-profit,27%,3188,78%,2029,245%,3799,"$5,316",4295,"$18,351",3136,"$10,309",271,84%,41%
1882,1743,"$896,000",Macomb Community College,MI,2-year,Associate's,Public,62%,868,337%,17,989%,4014,"$3,500",2011,"$38,114",3423,"$8,724",4268,11%,56%
1883,862,"$1,068,000",Madonna University,MI,4-year,Bachelor's,Private nonprofit,76%,1778,187%,3144,176%,603,"$18,250",784,"$50,362",1855,"$17,574",1700,60%,62%
1884,302,"$1,305,000",MIAT College of Technology,MI,2-year,Certificate,Private for-profit,77%,1507,223%,990,369%,1767,"$11,667",533,"$54,711",1964,"$16,946",1325,65%,52%
1885,3628,"$611,000",Michigan Career and Technical Institute,MI,Less than 2-year,Certificate,Public,32%,1792,185%,NA,NA,NA,NA,3990,"$22,883",3560,"$8,042",300,83%,NA
1886,4251,"$465,000",Michigan College of Beauty-Monroe,MI,Less than 2-year,Certificate,Private for-profit,20%,3413,63%,2679,202%,3553,"$5,694",4333,"$17,190",3100,"$10,526",776,74%,37%
1887,3594,"$615,000",Michigan College of Beauty-Troy,MI,Less than 2-year,Certificate,Private for-profit,41%,3383,65%,1376,308%,3292,"$6,333",3641,"$25,856",2220,"$15,672",601,77%,42%
1888,316,"$1,293,000",Michigan State University,MI,4-year,Bachelor's,Public,84%,1532,219%,2502,213%,342,"$19,500",291,"$61,101",1566,"$19,173",416,80%,82%
1889,99,"$1,595,000",Michigan Technological University,MI,4-year,Bachelor's,Public,87%,830,347%,1791,265%,293,"$20,164",107,"$73,541",2045,"$16,463",1075,69%,88%
1890,2379,"$811,000",Mid Michigan College,MI,2-year,Associate's,Public,57%,928,322%,715,433%,3202,"$6,500",2532,"$34,615",3528,"$8,199",4205,15%,43%
1891,1985,"$863,000",Monroe County Community College,MI,2-year,Associate's,Public,59%,171,798%,612,463%,3263,"$6,392",2340,"$35,981",4226,"$4,006",4022,20%,52%
1892,2712,"$761,000",Montcalm Community College,MI,2-year,Associate's,Public,52%,626,408%,2239,232%,1989,"$9,583",2919,"$31,812",3887,"$6,264",3198,35%,47%
1893,3090,"$706,000",Mott Community College,MI,2-year,Associate's,Public,48%,1023,303%,1000,367%,3250,"$6,456",3124,"$30,123",3683,"$7,481",4190,15%,37%
1894,2240,"$830,000",Muskegon Community College,MI,2-year,Associate's,Public,57%,422,504%,248,602%,3846,"$5,000",2471,"$35,094",3962,"$5,811",4122,18%,48%
1895,2842,"$742,000",North Central Michigan College,MI,2-year,Associate's,Public,49%,147,865%,631,458%,3579,"$5,500",3048,"$30,699",4302,"$3,180",3866,23%,51%
1896,1888,"$875,000",Northern Michigan University,MI,4-year,Bachelor's,Public,68%,1931,170%,2751,197%,1277,"$14,029",1597,"$41,719",2277,"$15,453",2504,48%,69%
1897,2366,"$813,000",Northwestern Michigan College,MI,4-year,Associate's,Public,58%,1260,261%,1216,331%,2728,"$8,000",2556,"$34,478",3278,"$9,563",3856,23%,55%
1898,1221,"$983,000",Northwestern Technological Institute,MI,Less than 2-year,Certificate,Private for-profit,64%,3760,41%,967,373%,2585,"$8,488",1761,"$40,187",363,"$28,457",1571,62%,18%
1899,528,"$1,175,000",Northwood University,MI,4-year,Bachelor's,Private nonprofit,80%,2045,159%,2733,198%,543,"$18,750",468,"$55,963",1152,"$21,618",2297,51%,66%
1900,4046,"$533,000",Nuvo College of Cosmetology,MI,Less than 2-year,Certificate,Private for-profit,NA,3865,35%,1144,341%,3859,"$4,940",4071,"$21,771",2124,"$16,110",561,77%,31%
1901,2100,"$848,000",Oakland Community College,MI,2-year,Associate's,Public,58%,80,1160%,228,614%,3855,"$4,986",2403,"$35,593",4325,"$2,825",4247,13%,40%
1902,614,"$1,143,000",Oakland University,MI,4-year,Bachelor's,Public,78%,827,348%,2864,192%,615,"$18,139",625,"$52,912",2901,"$11,802",2006,56%,61%
1903,1403,"$948,000",Olivet College,MI,4-year,Bachelor's,Private nonprofit,77%,2597,117%,1855,259%,1418,"$13,000",1075,"$46,607",1173,"$21,464",2563,46%,59%
1904,4132,"$502,000",P&A Scholars Beauty School,MI,Less than 2-year,Certificate,Private for-profit,31%,3615,50%,1824,262%,3579,"$5,500",4205,"$19,885",2683,"$13,231",1208,67%,18%
1905,4287,"$447,000",Paul Mitchell the School-Great Lakes,MI,Less than 2-year,Certificate,Private for-profit,29%,4053,19%,3909,98%,2600,"$8,389",4352,"$16,593",2561,"$13,961",602,77%,34%
1906,3345,"$662,000",Paul Mitchell the School-Michigan,MI,Less than 2-year,Certificate,Private for-profit,40%,3413,63%,2665,203%,2600,"$8,389",3685,"$25,381",2236,"$15,599",978,70%,60%
1907,4334,"$430,000",Port Huron Cosmetology College,MI,Less than 2-year,Certificate,Private for-profit,23%,3285,72%,3934,92%,2599,"$8,412",4374,"$16,151",3305,"$9,380",3252,34%,38%
1908,1977,"$865,000",Rochester University,MI,4-year,Bachelor's,Private nonprofit,68%,2231,142%,3347,159%,933,"$15,893",1655,"$41,194",1948,"$17,029",2686,44%,58%
1909,3508,"$633,000",Ross College-Grand Rapids North,MI,2-year,Certificate,Private for-profit,42%,3520,56%,1503,293%,3023,"$7,125",3359,"$27,986",1798,"$17,898",NA,NA,NA
1910,3281,"$669,000",Ross Medical Education Center-Ann Arbor,MI,Less than 2-year,Certificate,Private for-profit,39%,3717,44%,2512,213%,2617,"$8,347",3600,"$26,103",1775,"$18,106",1098,69%,35%
1911,3300,"$666,000",Ross Medical Education Center-Battle Creek,MI,Less than 2-year,Certificate,Private for-profit,33%,3821,38%,2397,220%,2692,"$8,089",3628,"$25,892",1653,"$18,768",727,75%,29%
1912,3285,"$668,000",Ross Medical Education Center-Brighton,MI,Less than 2-year,Certificate,Private for-profit,39%,3798,39%,2512,213%,2617,"$8,347",3600,"$26,103",1645,"$18,808",222,86%,35%
1913,3300,"$666,000",Ross Medical Education Center-Canton,MI,Less than 2-year,Certificate,Private for-profit,33%,3865,35%,2397,220%,2692,"$8,089",3628,"$25,892",1580,"$19,121",526,78%,29%
1914,3285,"$668,000",Ross Medical Education Center-Davison,MI,Less than 2-year,Certificate,Private for-profit,39%,3744,42%,2512,213%,2617,"$8,347",3600,"$26,103",1723,"$18,367",247,85%,35%
1915,3300,"$666,000",Ross Medical Education Center-Flint,MI,Less than 2-year,Certificate,Private for-profit,33%,3821,38%,2397,220%,2692,"$8,089",3628,"$25,892",1656,"$18,758",592,77%,29%
1916,3061,"$710,000",Ross Medical Education Center-Kentwood,MI,Less than 2-year,Certificate,Private for-profit,42%,3780,40%,1503,293%,3023,"$7,125",3359,"$27,986",1435,"$19,920",659,76%,34%
1917,3034,"$712,000",Ross Medical Education Center-Lansing,MI,Less than 2-year,Certificate,Private for-profit,42%,3595,51%,1503,293%,3023,"$7,125",3359,"$27,986",1703,"$18,479",390,81%,34%
1918,3034,"$712,000",Ross Medical Education Center-Madison Heights,MI,Less than 2-year,Certificate,Private for-profit,41%,3501,57%,2883,191%,2375,"$9,399",3427,"$27,350",1886,"$17,443",847,72%,34%
1919,3285,"$668,000",Ross Medical Education Center-Midland,MI,Less than 2-year,Certificate,Private for-profit,39%,3760,41%,2512,213%,2617,"$8,347",3600,"$26,103",1694,"$18,534",482,79%,35%
1920,3047,"$711,000",Ross Medical Education Center-New Baltimore,MI,Less than 2-year,Certificate,Private for-profit,41%,3705,45%,2883,191%,2375,"$9,399",3427,"$27,350",1628,"$18,884",203,86%,34%
1921,3300,"$666,000",Ross Medical Education Center-Port Huron,MI,Less than 2-year,Certificate,Private for-profit,33%,3760,41%,2397,220%,2692,"$8,089",3628,"$25,892",1708,"$18,422",644,76%,29%
1922,3300,"$666,000",Ross Medical Education Center-Roosevelt Park,MI,Less than 2-year,Certificate,Private for-profit,33%,3854,36%,2397,220%,2692,"$8,089",3628,"$25,892",1608,"$18,987",340,82%,29%
1923,3315,"$665,000",Ross Medical Education Center-Saginaw,MI,Less than 2-year,Certificate,Private for-profit,33%,3909,32%,2397,220%,2692,"$8,089",3628,"$25,892",1483,"$19,579",557,77%,29%
1924,3047,"$711,000",Ross Medical Education Center-Taylor,MI,Less than 2-year,Certificate,Private for-profit,41%,3705,45%,2883,191%,2375,"$9,399",3427,"$27,350",1644,"$18,810",602,77%,34%
1925,3315,"$665,000",Ross Medical Education Center - Kalamazoo,MI,Less than 2-year,Certificate,Private for-profit,33%,3888,33%,2397,220%,2692,"$8,089",3628,"$25,892",1500,"$19,482",NA,NA,NA
1926,1211,"$984,000",Saginaw Valley State University,MI,4-year,Bachelor's,Public,75%,1496,224%,3415,155%,616,"$18,127",1102,"$46,231",2499,"$14,248",2730,44%,61%
1927,1500,"$932,000",Schoolcraft College,MI,4-year,Associate's,Public,64%,584,421%,219,618%,3579,"$5,500",1842,"$39,472",3659,"$7,578",4201,15%,51%
1928,1095,"$1,008,000",Siena Heights University,MI,4-year,Bachelor's,Private nonprofit,74%,2455,127%,2418,219%,1045,"$15,163",933,"$48,321",1209,"$21,249",2649,45%,60%
1929,2828,"$744,000",Southwestern Michigan College,MI,2-year,Associate's,Public,50%,1225,267%,608,466%,3579,"$5,500",3008,"$31,110",3478,"$8,468",3569,29%,34%
1930,1611,"$915,000",Spring Arbor University,MI,4-year,Bachelor's,Private nonprofit,69%,2410,130%,3975,79%,60,"$24,645",1312,"$44,111",1564,"$19,183",1877,58%,70%
1931,2023,"$858,000",St Clair County Community College,MI,2-year,Associate's,Public,58%,257,640%,773,417%,3063,"$7,000",2311,"$36,192",4121,"$4,892",3883,23%,50%
1932,4182,"$490,000",The Michigan Barber School,MI,2-year,Certificate,Private nonprofit,35%,2098,154%,NA,NA,NA,NA,4200,"$20,020",3592,"$7,888",2569,46%,NA
1933,4182,"$490,000",Twin City Beauty College,MI,Less than 2-year,Certificate,Private for-profit,29%,3959,28%,2074,243%,3579,"$5,500",4263,"$18,880",2385,"$14,770",2131,54%,32%
1934,455,"$1,202,000",University of Detroit Mercy,MI,4-year,Bachelor's,Private nonprofit,80%,1646,204%,3090,179%,296,"$20,063",472,"$55,881",1725,"$18,356",1272,66%,67%
1935,81,"$1,646,000",University of Michigan-Ann Arbor,MI,4-year,Bachelor's,Public,88%,670,395%,1064,356%,827,"$16,633",94,"$75,842",2294,"$15,336",64,93%,83%
1936,421,"$1,223,000",University of Michigan-Dearborn,MI,4-year,Bachelor's,Public,80%,678,393%,2215,233%,776,"$16,950",445,"$56,525",2949,"$11,473",2010,56%,61%
1937,1105,"$1,006,000",University of Michigan-Flint,MI,4-year,Bachelor's,Public,71%,1217,268%,3352,159%,618,"$18,117",1055,"$46,907",2765,"$12,734",2756,43%,54%
1938,1981,"$864,000",Washtenaw Community College,MI,2-year,Certificate,Public,58%,57,1363%,1010,364%,2847,"$7,693",2379,"$35,707",4363,"$2,441",4090,18%,39%
1939,3162,"$694,000",Wayne County Community College District,MI,2-year,Associate's,Public,47%,458,482%,1296,320%,3060,"$7,011",3182,"$29,472",4088,"$5,060",4267,11%,22%
1940,1136,"$997,000",Wayne State University,MI,4-year,Bachelor's,Public,71%,1421,234%,3002,183%,834,"$16,500",1070,"$46,679",2560,"$13,965",2522,47%,50%
1941,4210,"$480,000",West Michigan College of Barbering and Beauty,MI,2-year,Certificate,Private for-profit,35%,3048,87%,3670,132%,2001,"$9,500",4065,"$22,007",2908,"$11,744",2194,53%,NA
1942,2737,"$758,000",West Shore Community College,MI,2-year,Associate's,Public,50%,175,792%,617,462%,3781,"$5,490",3029,"$30,860",4276,"$3,460",3357,33%,50%
1943,990,"$1,033,000",Western Michigan University,MI,4-year,Bachelor's,Public,78%,2076,156%,3491,148%,299,"$20,000",841,"$49,652",1511,"$19,433",2091,55%,71%
1944,4201,"$486,000",Wright Beauty Academy,MI,Less than 2-year,Certificate,Private for-profit,NA,1199,271%,2087,242%,3579,"$5,500",4270,"$18,790",4086,"$5,067",1591,62%,NA
1945,1301,"$968,000",Academy College,MN,4-year,Associate's,Private for-profit,70%,3134,81%,2675,202%,1264,"$14,136",1483,"$42,746",849,"$23,573",NA,NA,48%
1946,869,"$1,066,000",Alexandria Technical & Community College,MN,2-year,Associate's,Public,74%,1421,234%,889,388%,2400,"$9,262",1206,"$45,227",2635,"$13,550",1740,60%,75%
1947,899,"$1,057,000",Anoka-Ramsey Community College,MN,2-year,Associate's,Public,73%,1141,279%,817,409%,2507,"$8,852",1226,"$45,030",2896,"$11,890",3772,25%,62%
1948,980,"$1,035,000",Anoka Technical College,MN,2-year,Certificate,Public,74%,1203,270%,1004,365%,2001,"$9,500",1304,"$44,164",2886,"$11,940",2779,43%,61%
1949,774,"$1,095,000",Augsburg University,MN,4-year,Bachelor's,Private nonprofit,81%,2597,117%,3132,177%,454,"$19,329",589,"$53,472",726,"$24,653",1695,60%,81%
1950,1511,"$931,000",Aveda Institute-Minneapolis,MN,Less than 2-year,Certificate,Private for-profit,60%,2521,122%,555,481%,3292,"$6,333",2185,"$36,802",2022,"$16,580",606,77%,75%
1951,1154,"$994,000",Bemidji State University,MN,4-year,Bachelor's,Public,75%,1727,194%,1853,259%,1418,"$13,000",1073,"$46,619",2178,"$15,868",2553,47%,74%
1952,2064,"$854,000",Bethany Lutheran College,MN,4-year,Bachelor's,Private nonprofit,67%,2158,148%,3707,129%,644,"$17,750",1717,"$40,621",2075,"$16,368",2094,55%,84%
1953,615,"$1,142,000",Bethel University,MN,4-year,Bachelor's,Private nonprofit,79%,2565,119%,2567,209%,634,"$17,827",513,"$55,159",666,"$25,191",716,75%,91%
1954,435,"$1,212,000",Capella University,MN,4-year,Bachelor's,Private for-profit,78%,1404,237%,400,529%,2369,"$9,435",336,"$59,307",1846,"$17,619",NA,NA,49%
1955,240,"$1,365,000",Carleton College,MN,4-year,Bachelor's,Private nonprofit,88%,2609,116%,1263,324%,944,"$15,826",188,"$67,132",244,"$31,133",66,92%,93%
1956,1582,"$919,000",Central Lakes College-Brainerd,MN,2-year,Associate's,Public,66%,1556,215%,865,393%,2728,"$8,000",1841,"$39,476",2800,"$12,514",2576,46%,60%
1957,1043,"$1,019,000",Century College,MN,2-year,Associate's,Public,71%,1035,301%,1061,356%,2001,"$9,500",1413,"$43,353",3053,"$10,808",4060,19%,58%
1958,568,"$1,161,000",College of Saint Benedict,MN,4-year,Bachelor's,Private nonprofit,86%,2565,119%,3665,132%,69,"$24,247",455,"$56,367",598,"$25,785",435,80%,95%
1959,834,"$1,074,000",Concordia College at Moorhead,MN,4-year,Bachelor's,Private nonprofit,84%,2477,126%,3439,152%,242,"$20,601",686,"$51,988",917,"$23,029",803,73%,91%
1960,625,"$1,139,000",Concordia University-Saint Paul,MN,4-year,Bachelor's,Private nonprofit,80%,1477,227%,1255,325%,1521,"$12,500",613,"$53,164",2101,"$16,245",2098,55%,74%
1961,3944,"$554,000",Cosmetology Careers Unlimited College of Hair Skin and Nails,MN,Less than 2-year,Certificate,Private for-profit,39%,2986,91%,3857,108%,1946,"$9,847",4174,"$20,445",3071,"$10,704",789,74%,51%
1962,2558,"$786,000",Crown College,MN,4-year,Bachelor's,Private nonprofit,63%,3595,51%,3750,125%,644,"$17,750",1792,"$39,890",528,"$26,396",2306,51%,80%
1963,800,"$1,089,000",Dakota County Technical College,MN,2-year,Certificate,Public,75%,970,313%,584,472%,2752,"$7,982",1156,"$45,691",3008,"$11,063",2278,52%,68%
1964,348,"$1,269,000",Dunwoody College of Technology,MN,4-year,Associate's,Private nonprofit,80%,2534,121%,1089,351%,1612,"$12,000",567,"$54,095",745,"$24,488",2122,54%,67%
1965,3489,"$636,000",Empire Beauty School-Bloomington,MN,Less than 2-year,Certificate,Private for-profit,39%,3285,72%,2094,241%,2852,"$7,667",3583,"$26,171",2319,"$15,193",1539,63%,28%
1966,3615,"$613,000",Empire Beauty School-Spring Lake Park,MN,Less than 2-year,Certificate,Private for-profit,36%,3269,73%,3164,174%,2472,"$8,973",3760,"$24,578",2504,"$14,211",1799,59%,35%
1967,1624,"$913,000",Fond du Lac Tribal and Community College,MN,2-year,Associate's,Public,61%,980,311%,1550,287%,1937,"$9,966",1958,"$38,616",3303,"$9,399",3704,26%,47%
1968,372,"$1,253,000",Gustavus Adolphus College,MN,4-year,Bachelor's,Private nonprofit,86%,1596,210%,3545,144%,65,"$24,250",339,"$59,178",1587,"$19,093",537,78%,90%
1969,655,"$1,128,000",Hamline University,MN,4-year,Bachelor's,Private nonprofit,83%,2056,158%,2083,242%,950,"$15,750",573,"$53,895",1257,"$20,866",1256,67%,82%
1970,964,"$1,038,000",Hennepin Technical College,MN,2-year,Certificate,Public,69%,1217,268%,1060,357%,2001,"$9,500",1410,"$43,390",2902,"$11,796",3726,26%,57%
1971,3336,"$663,000",Herzing University-Minneapolis,MN,4-year,Bachelor's,Private nonprofit,53%,3298,71%,3058,179%,1737,"$11,855",2731,"$33,093",1517,"$19,396",1833,58%,42%
1972,1331,"$961,000",Hibbing Community College,MN,2-year,Associate's,Public,64%,1040,300%,1102,348%,2436,"$9,105",1694,"$40,829",3158,"$10,207",2857,41%,56%
1973,1734,"$897,000",Institute of Production and Recording,MN,4-year,Associate's,Private for-profit,63%,3325,69%,1300,319%,2001,"$9,500",1801,"$39,812",860,"$23,514",1988,56%,66%
1974,732,"$1,106,000",Inver Hills Community College,MN,2-year,Associate's,Public,76%,980,311%,810,410%,2397,"$9,269",1021,"$47,232",2947,"$11,486",3739,26%,65%
1975,1485,"$935,000",Itasca Community College,MN,2-year,Associate's,Public,65%,1334,248%,746,425%,2885,"$7,589",1800,"$39,822",2952,"$11,449",3189,35%,59%
1976,1127,"$999,000",Lake Superior College,MN,2-year,Associate's,Public,70%,1541,217%,893,387%,2519,"$8,795",1464,"$42,850",2640,"$13,503",3293,34%,63%
1977,3953,"$552,000",Leech Lake Tribal College,MN,2-year,Associate's,Public,34%,1870,176%,NA,NA,NA,NA,3928,"$23,529",3463,"$8,536",4290,8%,NA
1978,587,"$1,156,000",Macalester College,MN,4-year,Bachelor's,Private nonprofit,83%,2840,101%,2792,196%,460,"$19,270",405,"$57,134",364,"$28,426",112,90%,93%
1979,2156,"$841,000",Martin Luther College,MN,4-year,Bachelor's,Private nonprofit,67%,2737,107%,3499,147%,834,"$16,500",1695,"$40,821",1466,"$19,703",945,71%,92%
1980,1412,"$947,000",Mesabi Range College,MN,2-year,Certificate,Public,65%,1061,298%,949,377%,2587,"$8,477",1733,"$40,419",3164,"$10,166",3020,38%,48%
1981,429,"$1,216,000",Metropolitan State University,MN,4-year,Bachelor's,Public,81%,1203,270%,1225,330%,1410,"$13,125",452,"$56,402",2316,"$15,225",3096,37%,70%
1982,2495,"$795,000",Minneapolis College of Art and Design,MN,4-year,Bachelor's,Private nonprofit,66%,3724,43%,3738,126%,611,"$18,230",1657,"$41,177",345,"$28,717",1453,64%,80%
1983,1677,"$905,000",Minneapolis Community and Technical College,MN,2-year,Associate's,Public,63%,1535,218%,1682,275%,1874,"$10,500",1868,"$39,341",2820,"$12,376",4058,19%,46%
1984,2879,"$738,000",Minnesota School of Cosmetology-Plymouth Campus,MN,Less than 2-year,Certificate,Private for-profit,43%,3285,72%,1142,341%,3292,"$6,333",3376,"$27,921",2099,"$16,265",1988,56%,41%
1985,2865,"$739,000",Minnesota School of Cosmetology-Woodbury Campus,MN,Less than 2-year,Certificate,Private for-profit,43%,3221,76%,1142,341%,3292,"$6,333",3376,"$27,921",2168,"$15,894",2230,52%,41%
1986,1446,"$941,000",Minnesota State College Southeast,MN,2-year,Certificate,Public,67%,1754,190%,1289,322%,2001,"$9,500",1779,"$40,045",2587,"$13,824",3123,36%,64%
1987,1263,"$974,000",Minnesota State Community and Technical College,MN,2-year,Associate's,Public,68%,1118,283%,1103,348%,2404,"$9,250",1631,"$41,470",3049,"$10,818",2765,43%,65%
1988,748,"$1,101,000",Minnesota State University-Mankato,MN,4-year,Bachelor's,Public,82%,1532,219%,2044,245%,1129,"$14,995",713,"$51,689",2103,"$16,221",2378,50%,83%
1989,1180,"$989,000",Minnesota State University Moorhead,MN,4-year,Bachelor's,Public,76%,1847,179%,2492,214%,1066,"$15,000",1036,"$47,117",1971,"$16,893",2299,51%,77%
1990,1523,"$929,000",Minnesota West Community and Technical College,MN,2-year,Certificate,Public,65%,1451,230%,1197,334%,2437,"$9,100",1845,"$39,460",2883,"$11,952",2622,45%,65%
1991,3010,"$717,000",Model College of Hair Design,MN,Less than 2-year,Certificate,Private for-profit,43%,1969,167%,1153,340%,3174,"$6,635",3223,"$29,181",3034,"$10,915",981,70%,71%
1992,756,"$1,100,000",Normandale Community College,MN,2-year,Associate's,Public,73%,1177,274%,574,476%,2672,"$8,200",1025,"$47,191",2785,"$12,620",3759,25%,63%
1993,2325,"$819,000",North Central University,MN,4-year,Bachelor's,Private nonprofit,67%,2971,92%,3795,119%,569,"$18,500",1723,"$40,511",1226,"$21,142",2202,53%,75%
